Descripcion,Codigo,Categoria,Benavídez,Gallo,Anea,Pilar,Tortuguitas,Del Viso,Chica Glade,San Martín,Hipocampus,Mundo Mascotas,Yaguar,King Clor,Diserquim,Moreno,Roberto,Viejo Gets,Viejo Cuero,Mis Nietos,Profesional Vet,Premier,Dacam
Bozal Cuero N° 1,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Bozal Cuero N° 2,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Bozal Cuero Redondo N° 1,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Bozal Cuero Redondo N° 2,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Bozal Lazo Cuero Ocho N° 1,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Bozal Lazo Cuero Ocho N° 2,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Bozal Lazo Cuero Ocho N° 3,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Bozal Tela Chico T° 1,1905055.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Bozal Tela Gigante T° 4,1905047.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Bozal Tela Gigante T° 5,1905048.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Brasso Limpia Metal,1905968.0,Limpieza,,,,,,,,,,,2460.0,,,,,,,,,,
Bravecto Comprimidos 02-04 kg.,1905271.0,Veterinaria,,,24198.0,,17600.0,,,,19019.0,21280.0,,,,,,,,,,,
Bravecto Comprimidos 04-10 kg.,1905271.0,Veterinaria,,,25585.0,,18600.0,,,,20110.0,22800.0,,,,,,,,,,,
Bravecto Comprimidos 10-20 kg.,1905271.0,Veterinaria,,,35993.0,,26200.0,,,,28290.0,30400.0,,,,,,,,,,,
Bravecto Comprimidos 20-40 kg.,1905319.0,Veterinaria,,,39377.0,,28600.0,,,,30494.0,34960.0,,,,,,,,,,,
Bravecto Comprimidos 40-56 kg.,1905320.0,Veterinaria,,,42846.0,,31100.0,,,,33675.0,38000.0,,,,,,,,,,,
Bravecto Gato Chico,1906075.0,Veterinaria,,,,,18100.0,,,,20026.0,21280.0,,,,,,,,,,,
Bravecto Gato Grande,1906076.0,Veterinaria,,,,,26900.0,,,,29790.0,31920.0,,,,,,,,,,,
Bravecto Gato Mediano,1906077.0,Veterinaria,,,,,19200.0,,,,21167.0,22800.0,,,,,,,,,,,
Broches Plasticos Make x 12 u.,1905663.0,Limpieza,,,,,,,,,,,,,,,,,,,,848.0,
Broches Plasticos Premier x 12 u.,1905661.0,Limpieza,,,,,,,,,,,,,,,,,,,,650.0,622.0
Buzo Abercrombie N° 3,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Buzo Abercrombie N° 5,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Buzo Abercrombie N° 6,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Buzo Abercrombie N° 7,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Buzo Animado N° 1,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Buzo Animado N° 2,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Buzo Animado N° 4,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Buzo Animado N° 5,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Buzo Animado N° 6,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Buzo Animado N° 7,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Buzo Animado N° 8,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cabo de Madera Comun,1905664.0,Limpieza,,,,,,,,,,,,,,,,,,,,498.0,
"Cabo de Madera Largo 1,80 mts.",1905665.0,Limpieza,,,,,,,,,,,,,,,,,,1206.0,,,
Cabo Palo Madera Forrados Floreado,1905677.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cabo Sacahojas Aluminio,1905899.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cadena Atar N.º 11,4066.0,Mascotas,,,,,,,,,,5440.0,,,,,,,,,,,
Cadena Atar N.º 13,4064.0,Mascotas,,,,,,,,,,4000.0,,,,,,,,,,,
Cadena Atar N.º 15,1906078.0,Mascotas,,,,,,,,,,3760.0,,,,,,,,,,,
Cadena Atar N.º 17,1906079.0,Mascotas,,,,,,,,,,3520.0,,,,,,,,,,,
Cadena Atar N.º 8,1906080.0,Mascotas,,,,,,,,,,9440.0,,,,,,,,,,,
Cadena Atar N.º 9,1906081.0,Mascotas,,,,,,,,,,7360.0,,,,,,,,,,,
Cadena Paseo Chica,1905355.0,Mascotas,,,,,,,,,1605.0,,,,,,,,,,,,
Cadena Paseo Grande,1905357.0,Mascotas,,,,,,,,,2428.0,,,,,,,,,,,,
Cadena Paseo Gruesa,1905253.0,Mascotas,,,,,,,,,2911.0,,,,,,,,,,,,
Cadena Paseo Mediana,1905356.0,Mascotas,,,,,,,,,1932.0,,,,,,,,,,,,
Caja Transportadora Carton,1905945.0,Mascotas,,,,,,,,,3375.0,,,,,,,,,,,,
Cama de Madera Chica,8031.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cama de Madera Grande,8030.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cama de Madera Grande c/ Respaldo,8029.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camellito Ropa Fina x 450 cc.,1905775.0,Limpieza,,,,,,,,,,,1125.0,,,,,,,,,,
Camiseta de Futbol s/ Manga T° 1,1905085.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camiseta de Futbol s/ Manga T° 2,1905081.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Frisa Especial Adidog T° 1,8110.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Frisa Especial Adidog T° 10,8119.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Frisa Especial Adidog T° 11,8120.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Frisa Especial Adidog T° 2,8111.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Frisa Especial Adidog T° 3,8112.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Frisa Especial Adidog T° 4,8113.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Frisa Especial Adidog T° 5,8114.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Frisa Especial Adidog T° 6,8115.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Frisa Especial Adidog T° 7,8116.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Frisa Especial Adidog T° 8,8117.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Frisa Especial Adidog T° 9,8118.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Inflable N.º 3,44402.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Inflable N.º 4,44403.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Inflable N.º 6,44404.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Termica N° 1,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Termica N° 2,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Campera Termica N° 3,,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Boca River T° 1,8132.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Boca River T° 10,8141.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Boca River T° 11,8142.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Boca River T° 2,8133.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Boca River T° 3,8134.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Boca River T° 4,8135.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Boca River T° 5,8136.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Boca River T° 6,8137.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Boca River T° 7,8138.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Boca River T° 8,8139.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Boca River T° 9,8140.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Buzo Moda T° 7,8209.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Frisa Gap T° 1,8144.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Frisa Gap T° 10,8153.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Frisa Gap T° 11,8154.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Frisa Gap T° 2,8145.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Frisa Gap T° 3,8146.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Frisa Gap T° 4,8147.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Frisa Gap T° 5,8148.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Frisa Gap T° 6,8149.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Frisa Gap T° 7,8150.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Frisa Gap T° 8,8151.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperita Frisa Gap T° 9,8152.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperitas Animadas T° 1,8121.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperitas Animadas T° 10,8130.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperitas Animadas T° 11,8131.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperitas Animadas T° 2,8122.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperitas Animadas T° 3,8123.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperitas Animadas T° 4,8124.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperitas Animadas T° 5,8125.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperitas Animadas T° 6,8126.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperitas Animadas T° 7,8127.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperitas Animadas T° 8,8128.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Camperitas Animadas T° 9,8129.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Can Club x 15 kg.,44452.0,Perro Adulto,,,,,9200.0,0.0,,,,,,,,,,,,,,,
Can Club x 20 kg.,44453.0,Perro Adulto,,,,,12300.0,0.0,,,,,,,,,,,,,,,
Canasto Autoservicio,1905989.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Canasto c/ Asas Chico,1905666.0,Limpieza,,,,,,,,,,,,,,,,,,3062.0,,,
Canasto c/ Asas Grande,503801905667.0,Limpieza,,,,,,,,,,,,,,,,,,4614.0,,,
Canasto Chico Crom,1905907.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Canasto de Limpieza Crom,1905745.0,Limpieza,,,,,,,,,,,,,,,,,,,,2898.0,
Canasto de Ratan,1905990.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Canasto Gavetero Crom,1905906.0,Limpieza,,,,,,,,,,,,,,,,,,,,1200.0,
Canasto Grande Crom,1905905.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Canasto Rectangular Crom,1905908.0,Limpieza,,,,,,,,,,,,,,,,,,,,1250.0,
Canasto Rectangular Florida,1905686.0,Limpieza,,,,,,,,,,,,,,,,,,,,1498.0,
Canasto Redondo c/ Asas,1905668.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Canasto Redondo c/ Tapa Florida,1905687.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Canasto Redondo Calado p/ Ropa Basquet,1905688.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Canasto Redondo Deses Plast,1905749.0,Limpieza,,,,,,,,,,,,,,,,,,,,4500.0,
Caramelos Palitos,6002.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Caramelos Palitos x 200 u.,2002.0,Mascotas,,5248.0,4409.0,,4950.0,,,,,,,,,,,,,,,,
Cardina Plastica Chica,1905760.0,Mascotas,,,,,,,,,1491.0,,,,,,,,,,,,
Cardina Plastica Grande,1905762.0,Mascotas,,,,,,,,,2005.0,,,,,,,,,,,,
Cardina Plastica Mediana,1905761.0,Mascotas,,,,,,,,,1704.0,,,,,,,,,,,,
Caro Amici Cachorro,5019.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Caro Amici Cachorro x 15 kg.,1021.0,Perro Cachorro,,15068.0,,,,,,,,,,,,,,,,,,,
Caro Amici Mix x 20 kg.,1028.0,Perro Adulto,,17400.0,,,,,,,,,,,,,,,,,,,
Carpet Paño Pet Max,1906083.0,Mascotas,,,45777.0,,,,,,43127.0,52000.0,,,,,,,,,,,
Carpet Paño Pet Mini,1906084.0,Mascotas,,,29290.0,,,,,,27593.0,33600.0,,,,,,,,,,,
Casita Hamster Plastico,1905298.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cat Chow Carne/Pescado,5023.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
Cat Chow Carne/Pescado x 15 kg.,420281029.0,Gato,45540.0,47882.0,48140.0,,46210.0,,,,,47880.0,,,,,,,,,,,
Cat Chow Carne/Pescado x 8 kg.,1030.0,Gato,26474.0,27835.0,27985.0,,27100.0,,,,,27360.0,,,,,,,,,,,
Cat Chow Esterilizados,1906068.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
Cat Chow Esterilizados x 15 kg.,1905243.0,Gato,,,54423.0,,,,,,,53200.0,,,,,,,,,,,
Cat Chow Esterilizados x 3 kg.,1905403.0,Mascotas,,,0.0,,,,,,,,,,,,,,,,,,
Cat Chow Gatitos,5025.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
Cat Chow Gatitos x 15 kg.,1033.0,Gato,49827.0,52385.0,56094.0,,50560.0,,,,,50920.0,,,,,,,,,,,
Cat Chow Gatitos x 8 kg.,1034.0,Gato,28940.0,30426.0,32580.0,,29260.0,,,,,29640.0,,,,,,,,,,,
Cat Chow Pouch,4072.0,Mascotas,,,,,,,,,,1200.0,,,,,,,,,,,
Cat Chow Pouch x 15 u.,1906165.0,Mascotas,,,15148.0,,,,,,0.0,,,,,,,,,,,,
Cat Dancer c/ Ratita y Buho,8090.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cat Selection,1905003.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
Cat Selection x 10 kg.,44520.0,Gato,23748.0,,22873.0,,,,,,,,,,,,,,,,,,
Cebos QK,6003.0,Venenos,,,,,,,,,,,,,,,,,,,,,
Cepillo c/ Boton Chico,1905478.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cepillo c/ Boton Grande,1905478.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cepillo Cardina Chica,4410.0,Mascotas,,,1490.0,,,,,,1587.0,2400.0,,,,,,,,,,,
Cepillo Cardina Grande,4412.0,Mascotas,,,2846.0,,,,,,3195.0,3200.0,,,,,,,,,,,
Cepillo Cardina Mediana,4411.0,Mascotas,,,2204.0,,,,,,2808.0,3200.0,,,,,,,,,,,
Cepillo Cardina Mini,44488.0,Mascotas,,,,,,,,,1392.0,1600.0,,,,,,,,,,,
Cepillo de Mano/Ropa LG,1905669.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cepillo de Uñas,1905742.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cepillo Dientes Dedal,1906085.0,Mascotas,,,,,,,,,1932.0,,,,,,,,,,,,
Cepillo Doble Chico,44400.0,Mascotas,,,,,,,,,2241.0,,,,,,,,,,,,
Cepillo Doble Grande,1905059.0,Mascotas,,,,,,,,,2900.0,,,,,,,,,,,,
Cepillo Doble Mediano,8077.0,Mascotas,,,,,,,,,2505.0,,,,,,,,,,,,
Cepillo Lava Camion,1905987.0,Limpieza,,,,,,,,,,,,,,,,,,,,1998.0,
Cepillo Magic Brushing,1906086.0,Mascotas,,,,,,,,,2063.0,,,,,,,,,,,,
Cepillo Multiuso Extralimp,1905672.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cepillo Neumatico Doble Mediano,1905328.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cepillo p/ Auto,1905670.0,Limpieza,,,,,,,,,,,,,,,,,,1403.0,,,
Cepillo p/ Espalda,1905671.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cepillo Peine Rastrillo,1905060.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cepillo Planchita,1905673.0,Limpieza,,,,,,,,,,,,,,,,,,627.0,,875.0,
Cepillo Saca Pelo Felpa Roja,1905061.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cepillo Sacanudos,1905376.0,Mascotas,,,,,,,,,3654.0,,,,,,,,,,,,
Cepillo Sacapelos Roller 50 Capas,1905377.0,Mascotas,,,1888.0,,,,,,,,,,,,,,,,,,
Cepillos de Dientes x 2 u.,1905378.0,Mascotas,,,,,,,,,2386.0,,,,,,,,,,,,
Cepillos de Mano Planchita Verde OK,1905678.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cera Ceramicol Brillo Incoloro x 450 cc.,4931905679.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cera Incolora x 1 lt.,1905486.0,Liquidos,,,,,,,,,,,,,,1146.0,,,,,,,
Cera Negra x 1 lt.,1905487.0,Liquidos,,,,,,,,,,,,,,1146.0,,,,,,,
Cera Roja x 1 lt.,1905488.0,Liquidos,,,,,,,,,,,,,,1146.0,,,,,,,
Ceramicol Aerosol x 360 cc.,1905680.0,Limpieza,,,,,,,2249.0,,,,2429.15,,,,,,,,,,
Ceramicol Lampazo x 500 cc.,1905681.0,Limpieza,,,,,,,,,,,942.5,,,,,,,,,,
Ceramicol Pisos Rojo Botella x 800 cc.,1905855.0,Limpieza,,,,,,,3755.0,,,,,,,,,,,,,,
Cereales x 18 kg.,1038.0,Perro Adulto,10553.0,10768.0,10816.0,,,,,,,12152.0,,,,,,,,,,,
Cesto Basura c/ Tapa 60 lts.,1905682.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cesto Cuadrado c/ Tapa,1905683.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cesto Cuadrado Vaiven x 6 lts.,1905684.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cesto Negro c/ Tapa,1905685.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cesto Residuos Vaiven Blanco x 8 lts.,1905689.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cesto Residuos Vaiven x 10 lts.,1905690.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cesto Residuos Vaiven x 6 lts.,1905691.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Chacal,5029.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Chacal Gato x 15 kg.,1905207.0,Gato,17937.0,,,,,,,,,,,,,,,,,,,,
Chacal x 15 kg.,1041.0,Perro Adulto,10970.0,,,,,,,,,11760.0,,,,,,,,,,,
Chacal x 22 kg.,1042.0,Perro Adulto,15454.0,,,,,,,,,16072.0,,,,,,,,,,,
Chaleco Polar Bordado T° 2,1905372.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chaleco Polar Bordado T° 3,1905371.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chaleco Polar Bordado T° 4,1905370.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chaleco Polar Bordado T° 5,1905398.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chaleco Polar Bordado T° 6,1905373.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Champ,5030.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
Champ x 22 kg.,1043.0,Perro Adulto,,0.0,,,,,,,,,,,,,,,,,,,
Chapita Autocompletable Hueso/Corazon,44429.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chapita Huesito Grande x 12 u.,8109.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chapita Huesito Mediana x 12 u.,8107.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chapita Hueso Grande,4079.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chapita Hueso Mediana,4080.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chapita Hueso Patitas Chica,4078.0,Mascotas,,,,,,,,,343.166666666667,,,,,,,,,,,,
Chapita Porta Fotos Medianas x 12 u.,8108.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chifle Amburgues Jumbo,44407.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chifle c/ Diente,4417.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chifle Caracol,4414.0,Mascotas,,,0.0,,,,,,,,,,,,,,,,,,
Chifle Caramelo,4424.0,Mascotas,,,0.0,,,,,,,,,,,,,,,,,,
Chifle Chorizo Tela,1905007.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chifle Corns,4413.0,Mascotas,,,0.0,,,,,,,,,,,,,,,,,,
Chifle Dona,4419.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chifle Erizo,8099.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chifle Frutilla Tela,4418.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chifle Hamburguesa,4423.0,Mascotas,,,0.0,,,,,,,,,,,,,,,,,,
Chifle Helado Multicolor,8091.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chifle Hueso,8098.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chifle Hueso Feliz Cumple,8087.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chifle Huevo Frito,1905006.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chifle Loro,4421.0,Mascotas,,,0.0,,,,,,,,,,,,,,,,,,
Chifle Mediano,44408.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chifle Pastel,4415.0,Mascotas,,,0.0,,,,,,,,,,,,,,,,,,
Chifle Pato c/ Pinche,4422.0,Mascotas,,,0.0,,,,,,,,,,,,,,,,,,
Chifle Perro Azul,4416.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chifle Sandia,4420.0,Mascotas,,,0.0,,,,,,,,,,,,,,,,,,
Chocolate p/ Gatos,8026.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chocolate p/ Perros,38025.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chupete Mordillo Chico,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Chupete Mordillo Grande,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cif Antigrasa Gatillo x 450 cc.,1906069.0,Limpieza,,,,,,,,,,,891.9,,,,,,,,,,
Cif Antigrasa Gatillo x 500 cc.,1906068.0,Limpieza,,,,,,,,,,,2110.0,,,,,,,,,,
Cif Antigrasa Naranja x 1 lt.,1905692.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Cif Crema Bioactive x 375 grs.,1906068.0,Limpieza,,,,,,,,,,,1425.0,,,,,,,,,,
Cif Crema Multiuso Limon x 750 grs.,1905577.0,Limpieza,,,,,,,,,,,2293.19,,,,,,,,,,
Cif Crema Multiuso x 375 grs.,1905576.0,Limpieza,,,,,,,,,,,1350.0,,,,,,,,,,
Cif Crema Original x 750 cc.,1905935.0,Limpieza,,,,,,,,,,,2293.19,,,,,,,,,,
Cif Crema x 1 lt.,1906017.0,Limpieza,,,,,,,,,,,,,,1033.0,,,,,,,
Cinturon de Seguridad Comun,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cinturon de Seguridad Doble,4082.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cinturon de Seguridad Elastizado,1905804.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Cinturon de Seguridad Grande,4372.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Clarificador Clorotec x 1 lt.,1905929.0,Liquidos,,,,,,,,,,,,,,,,,,,,,
Clarificador Nataclor x 1 lt.,1905936.0,Pileta,,,,,,,,,3752.0,,,,,,,,,,,,
Clarificador Suelto x 1 lt.,1905924.0,Pileta,,,,,,,,,,,,,,1168.8,,,,,,,
Clarificador Suelto x 5 lts.,1905991.0,Pileta,,,,,,,,,,,,,,3870.0,,,,,,,
Cloro x 10 lts.,1905472.0,Liquidos,,,,,,,,,,,,,3400.0,,,,,,,,
"Cloro x 2,25 lts.",1905491.0,Liquidos,,,,,,,,,,,,,765.0,,,,,,,,
Cloro x 5 lts.,1905474.0,Liquidos,,,,,,,,,,,,,1700.0,,,,,,,,
Colchoneta Antidesgarro Grande,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Colchoneta N° 1 - 50 x 50,4067.0,Mascotas,,,,,,,,,,10400.0,,,,,3500.0,,,,,,
Colchoneta N° 2 - 70 x 50,4068.0,Mascotas,,,,,,,,,,14400.0,,,,,4000.0,,,,,,
Colchoneta N° 3 - 80 x 60,4069.0,Mascotas,,,,,,,,,,19600.0,,,,,4500.0,,,,,,
Colchoneta N° 4 - 80 x 100,4070.0,Mascotas,,,,,,,,,,30800.0,,,,,5000.0,,,,,,
Colchoneta N° 5 - 100 x 100,34071.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Colchoneta N° 7 - 100 x 130,1905457.0,Mascotas,,,,,,,,,,,,,,,7500.0,,,,,,
Colchoneta Oval Nº 5 – 65x85 cm.,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Colchoneta Oval Nº 6 – 75x95 cm.,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Colchoneta Soft N° 1,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Colchoneta Soft N° 2,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Colchoneta Soft N° 3,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Colchoneta Soft N° 4,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Colchoneta Soft N° 5,1905933.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Colita Pelo,1906071.0,Mascotas,,,,,,,,,226.0,,,,,,,,,,,,
Collar Ahorque Chico 45 cm.,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar Ahorque Grande 65 cm.,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar Ahorque Mediano 55 cm.,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar Animal Print Grande N° 3,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar Animal Print Mediano N° 2,1906068.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar Antipulgas Cachorro Babs,4085.0,Veterinaria,,2509.0,5023.0,,,,,,4408.0,,,,,,,,,,,,
Collar Antipulgas Gato Babs,4087.0,Veterinaria,,3026.0,5671.0,,,,,,5108.0,,,,,,,,,,,,
Collar Antipulgas Grande Babs,4088.0,Veterinaria,,3123.0,6340.0,,,,,,5037.0,,,,,,,,,,,,
Collar Antipulgas Mediano Babs,4089.0,Veterinaria,,2693.0,5549.0,,,,,,4408.0,,,,,,,,,,,,
Collar Blister Elastizado,1905199.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar Blister Equipos Futbol,1905442.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Collar Blister Series/Cine,1905429.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
